id,recipe_id,step_number,instruction
297,54,5,"Top with sesame seeds and sliced green onions. Serve with extra soy sauce."
298,55,1,"Toast dried chilies in a dry pan until fragrant. Soak in hot water for 20 minutes."
299,55,2,"Blend chilies with chocolate, spices, nuts, and tomatoes until smooth."
300,55,3,"Heat oil in a large pot. Add mole sauce and cook for 15 minutes, stirring frequently."
301,55,4,"Add chicken thighs and enough broth to cover. Simmer for 1 hour."
302,55,5,"The mole should be thick and coat the chicken. Adjust seasoning with salt and sugar."
303,55,6,"Garnish with sesame seeds and serve with rice and warm tortillas."
304,56,1,"Slice eggplant into 1/2 inch rounds. Salt and let drain for 30 minutes. Rinse and pat dry."
305,56,2,"Brown ground lamb with onions and garlic. Add tomato sauce and simmer for 20 minutes."
306,56,3,"Fry or bake eggplant slices until golden brown."
307,56,4,"Make béchamel sauce: melt butter, whisk in flour, then gradually add milk. Season with nutmeg."
308,56,5,"Layer in a baking dish: eggplant, meat sauce, eggplant, meat sauce. Top with béchamel and parmesan."
309,56,6,"Bake at 350°F for 45 minutes until golden and bubbling. Let rest 15 minutes before serving."
310,57,1,"Heat oil in a pot. Add shirataki noodles and cook for 2 minutes to remove excess moisture. Remove and set aside."
311,57,2,"In the same pot, heat dashi broth with soy sauce, mirin, and sugar."
312,57,3,"Add tofu, sliced beef, and vegetables. Arrange neatly in the pot."
313,57,4,"Simmer for 8-10 minutes until beef is cooked and vegetables are tender."
314,57,5,"Return noodles to the pot. Serve in individual bowls with raw egg for dipping."
315,58,1,"Pound chicken breasts to even thickness. Season with salt and pepper."
316,58,2,"Set up breading station: flour, beaten eggs, and panko breadcrumbs."
317,58,3,"Bread chicken thoroughly, pressing panko to adhere."
318,58,4,"Heat oil in a deep pan to 350°F. Fry chicken for 5-6 minutes per side until golden."
319,58,5,"Drain on paper towels. Slice into strips."
320,58,6,"Serve over shredded cabbage with tonkatsu sauce drizzled on top."
321,59,1,"Cook rice according to package directions and let cool slightly."
322,59,2,"Season shrimp with cumin, chili powder, and lime juice. Cook in a hot pan for 3 minutes."
323,59,3,"Heat black beans with garlic and cumin until warmed through."
324,59,4,"Assemble bowls with rice, black beans, corn, shrimp, and diced avocado."
325,59,5,"Top with salsa, cilantro, and lime wedges."
326,60,1,"Cut beef chuck into 2-inch cubes. Heat oil in a large pot and brown beef on all sides."
327,60,2,"Add crushed lemongrass, sliced galangal, and chili paste. Cook for 2 minutes."
328,60,3,"Pour in coconut milk. Bring to a simmer and cook for 1.5 hours, stirring occasionally."
329,60,4,"The beef should be very tender and the sauce thick and dark. Add more coconut milk if needed."
330,60,5,"Toast grated coconut until golden. Sprinkle over rendang and serve with rice."
331,61,1,"Mix ground chicken with minced cabbage, ginger, garlic, soy sauce, and sesame oil."
332,61,2,"Place a teaspoon of filling on each gyoza wrapper. Wet the edge and fold, making pleats."
333,61,3,"Heat oil in a large pan. Place gyoza flat-side down in the pan."
334,61,4,"Cook for 2 minutes until bottoms are golden. Add water to the pan and cover immediately."
335,61,5,"Steam for 5 minutes until water evaporates and gyoza are cooked through."
336,61,6,"Serve with dipping sauce made from soy sauce, rice vinegar, and chili oil."
337,62,1,"Cut lamb shoulder into cubes. Marinate in vinegar, chili powder, garlic, and ginger for 2 hours."
338,62,2,"Heat oil in a pot and brown lamb on all sides. Remove and set aside."
339,62,3,"In the same pot, sauté onions until golden. Add more spices and tomatoes."
340,62,4,"Return lamb to the pot with enough water to cover. Bring to a boil."
341,62,5,"Reduce heat and simmer for 50 minutes until lamb is tender and sauce is thick."
342,62,6,"Serve with rice or naan. Garnish with fresh cilantro."
343,63,1,"Cook yakisoba noodles according to package directions. Drain and set aside."
344,63,2,"Heat oil in a wok over high heat. Add sliced beef and stir-fry for 2 minutes."
345,63,3,"Add shredded cabbage and cook for 2 minutes until slightly wilted."
346,63,4,"Add noodles and yakisoba sauce. Toss everything together for 3 minutes."
347,63,5,"Garnish with pickled ginger, bonito flakes, and seaweed. Serve immediately."
348,64,1,"In a large pot, combine chicken thighs, hominy, diced onions, and dried chilies."
349,64,2,"Add enough water to cover and bring to a boil. Skim any foam."
350,64,3,"Reduce heat and simmer for 1.5 hours until chicken is very tender."
351,64,4,"Remove chicken, shred meat, and return to the pot."
352,64,5,"Season with salt and oregano. Serve in bowls with toppings: cabbage, radishes, lime, oregano, and tostadas."
353,65,1,"Soak rice paper sheets in warm water for 10-15 seconds until pliable."
354,65,2,"Lay sheet flat. Place lettuce, rice vermicelli, mint, and cooked shrimp in the center."
355,65,3,"Fold in the sides, then roll tightly from bottom to top."
356,65,4,"Repeat with remaining ingredients."
357,65,5,"Serve with peanut dipping sauce or hoisin sauce mixed with peanut butter."
358,66,1,"Cut beef sirloin into cubes. Marinate in curry powder, coconut milk, and lime juice for 2 hours."
359,66,2,"Thread marinated beef onto skewers."
360,66,3,"Grill over medium-high heat for 10-12 minutes, turning frequently."
361,66,4,"Make peanut sauce: cook peanut butter, coconut milk, soy sauce, and lime juice until smooth."
362,66,5,"Serve satay hot with peanut sauce and cucumber salad."
363,67,1,"Heat oil in a pot. Add laksa paste and cook for 2 minutes until fragrant."
364,67,2,"Add coconut milk and chicken broth. Bring to a simmer."
365,67,3,"Add chicken breast and cook for 15 minutes until cooked through. Remove and shred."
366,67,4,"Soak rice noodles according to package directions. Drain."
367,67,5,"Divide noodles into bowls. Top with shredded chicken, bean sprouts, and tofu puffs."
368,67,6,"Ladle hot laksa broth over. Garnish with cilantro and lime wedges."
369,68,1,"Marinate lamb cubes in olive oil, lemon juice, oregano, and garlic for 2 hours."
370,68,2,"Thread lamb onto skewers. Grill over high heat for 10-12 minutes, turning occasionally."
371,68,3,"Warm pita bread on the grill."
372,68,4,"Make tzatziki: mix grated cucumber, yogurt, garlic, and dill."
373,68,5,"Serve grilled lamb with warm pita, tzatziki sauce, tomatoes, and onions."
374,69,1,"Heat oil in a large pot. Add Massaman curry paste and cook for 2 minutes."
375,69,2,"Add beef chuck and brown on all sides, about 5 minutes."
376,69,3,"Pour in coconut milk and bring to a simmer. Add diced potatoes."
377,69,4,"Cook for 1 hour until beef is very tender and potatoes are cooked through."
378,69,5,"Stir in roasted peanuts, palm sugar, fish sauce, and tamarind paste."
379,69,6,"Serve over jasmine rice with crispy fried shallots on top."
380,70,1,"Marinate chicken thighs in olive oil, lemon juice, cumin, paprika, and garlic for 2 hours."
381,70,2,"Grill or pan-fry chicken for 6-7 minutes per side until charred and cooked through."
382,70,3,"Slice chicken into strips. Warm pita bread."
383,70,4,"Make tahini sauce by mixing tahini, lemon juice, garlic, and water until smooth."
384,70,5,"Fill pita with chicken, lettuce, tomatoes, pickled turnips, and tahini sauce."
385,70,6,"Wrap tightly and serve with extra sauce on the side."
386,71,1,"Heat coconut milk in a pot until simmering. Add galangal, lemongrass, and kaffir lime leaves."
387,71,2,"Add sliced mushrooms and cook for 5 minutes."
388,71,3,"Add shrimp and cook for 5 minutes until pink."
389,71,4,"Season with fish sauce, lime juice, and sugar. Adjust to balance sour and salty flavors."
390,71,5,"Remove from heat. Garnish with Thai chilies and cilantro. Serve immediately."
391,72,1,"Heat oil in a large pan. Add sliced beef and cook for 3-4 minutes until browned. Remove and set aside."
392,72,2,"In the same pan, sauté sliced onions for 2 minutes."
393,72,3,"Add soy sauce, mirin, and sugar. Stir to combine."
394,72,4,"Return beef to the pan and toss to coat in the sauce."
395,72,5,"Serve over bowls of steamed rice. Top with pickled ginger and green onions."
396,73,1,"Make chimichurri sauce: blend parsley, garlic, olive oil, red wine vinegar, and red pepper flakes until smooth."
397,73,2,"Marinate chicken breast in half the chimichurri for 2 hours."
398,73,3,"Grill chicken over medium-high heat for 6-7 minutes per side."
399,73,4,"Let rest for 5 minutes, then slice."
400,73,5,"Serve with remaining chimichurri drizzled on top and grilled vegetables on the side."
401,74,1,"Marinate lamb in olive oil, lemon juice, cumin, coriander, and garlic for 3 hours."
402,74,2,"Thread lamb onto a vertical spit or cook in a hot skillet, slicing thinly as it cooks."
403,74,3,"Warm pita bread on the grill."
404,74,4,"Make tahini sauce by mixing tahini, lemon juice, and garlic with water until smooth."
405,74,5,"Fill pita with sliced lamb, lettuce, tomatoes, onions, and tahini sauce."
406,75,1,"Heat oil in a large pot. Sauté diced onions and garlic until softened."
407,75,2,"Add curry powder and cook for 1 minute until fragrant."
408,75,3,"Add mixed vegetables (carrots, peas, bell peppers, cauliflower) and stir to coat."
409,75,4,"Pour in coconut milk and bring to a simmer. Cook for 20 minutes until vegetables are tender."
410,75,5,"Cook rice according to package directions. Serve curry over rice with naan bread."
411,76,1,"Pound chicken breasts to even thickness. Season with salt, pepper, and lemon juice."
412,76,2,"Set up breading station: flour, beaten eggs, and breadcrumbs."
413,76,3,"Bread chicken thoroughly: dip in flour, egg, then breadcrumbs."
414,76,4,"Heat oil and butter in a large pan. Fry chicken for 4-5 minutes per side until golden."
415,76,5,"Serve with lemon wedges, potato salad, and cucumber salad."
416,77,1,"Cook lo mein noodles according to package directions. Drain and toss with a bit of sesame oil."
417,77,2,"Heat oil in a wok over high heat. Add shrimp and stir-fry for 2 minutes. Remove."
418,77,3,"Add mixed vegetables (bok choy, carrots, bell peppers) to the wok. Stir-fry for 3 minutes."
419,77,4,"Return noodles and shrimp to the wok. Add soy sauce and oyster sauce."
420,77,5,"Toss everything together for 2 minutes. Drizzle with sesame oil and serve hot."
421,78,1,"Cook chow mein noodles until just tender. Drain and set aside."
422,78,2,"Heat oil in a wok over high heat. Add sliced beef and stir-fry for 3 minutes. Remove."
423,78,3,"Add shredded cabbage, carrots, and bean sprouts. Stir-fry for 3 minutes."
424,78,4,"Return beef and noodles to the wok. Add soy sauce and oyster sauce."
425,78,5,"Toss for 2 minutes until everything is well combined. Serve immediately."
426,79,1,"Cook penne pasta according to package directions. Reserve 1 cup pasta water, then drain."
427,79,2,"Heat oil in a pan. Season chicken with salt and pepper, cook for 6 minutes per side. Slice."
428,79,3,"In a large bowl, toss hot pasta with pesto sauce, adding pasta water to reach desired consistency."
429,79,4,"Add sliced chicken and halved cherry tomatoes. Toss gently."
430,79,5,"Top with grated parmesan and fresh basil. Serve immediately."
431,80,1,"Heat oil in a pan. Brown ground beef with diced onions until cooked through."
432,80,2,"Add cumin, paprika, salt, and pepper. Cook for 2 minutes. Let cool."
433,80,3,"Place a spoonful of beef filling on each empanada disc. Fold in half and crimp edges with a fork."
434,80,4,"Brush empanadas with beaten egg wash."
435,80,5,"Bake at 375°F for 20 minutes until golden brown. Serve with chimichurri or hot sauce."
436,81,1,"Cut chicken breast into cubes. Marinate in curry powder, coconut milk, and soy sauce for 2 hours."
437,81,2,"Thread chicken onto skewers."
438,81,3,"Grill over medium-high heat for 12-15 minutes, turning frequently."
439,81,4,"Make peanut sauce: cook peanut butter, coconut milk, lime juice, and soy sauce until smooth."
440,81,5,"Serve satay hot with peanut sauce and cucumber-onion salad."
441,82,1,"Mix ground lamb with finely chopped parsley, onion, garlic, cumin, coriander, and salt."
442,82,2,"Form into sausage shapes around skewers."
443,82,3,"Refrigerate for 30 minutes."
444,82,4,"Grill over medium-high heat for 10-12 minutes, turning occasionally."
445,82,5,"Serve with pita bread, hummus, and grilled vegetables."
446,83,1,"Heat olive oil in a large pot. Add ground beef and brown, breaking up with a spoon."
447,83,2,"Add diced onions, carrots, celery, and garlic. Cook for 8 minutes until softened."
448,83,3,"Add crushed tomatoes, red wine, and Italian herbs. Bring to a simmer."
449,83,4,"Reduce heat to low and simmer for 1.5 hours, stirring occasionally."
450,83,5,"Cook pappardelle pasta until al dente. Toss with the ragu sauce."
451,83,6,"Serve with grated parmesan and fresh basil."
452,84,1,"Prepare ice-cold tempura batter by mixing flour with ice water. Do not overmix - lumps are fine."
453,84,2,"Heat vegetable oil to 350°F in a deep pot."
454,84,3,"Dip shrimp in batter and immediately drop into hot oil. Fry for 2-3 minutes until golden and crispy."
455,84,4,"Drain on paper towels. Repeat with remaining shrimp."
456,84,5,"Serve hot with tentsuyu dipping sauce (dashi, soy sauce, mirin) and grated daikon radish."
457,85,1,"Heat oil in a large pot. Sauté onions, ginger, and garlic until fragrant."
458,85,2,"Add chicken thighs and brown on all sides."
459,85,3,"Add yogurt, ground almonds, garam masala, and chicken broth."
460,85,4,"Simmer for 25 minutes until chicken is cooked through and sauce is creamy."
461,85,5,"Cook rice according to package directions."
462,85,6,"Serve chicken korma over rice, garnished with toasted almonds and cilantro."
463,86,1,"Marinate beef in olive oil, lemon juice, oregano, and garlic for 30 minutes."
464,86,2,"Cook beef in a hot skillet or grill for 3-4 minutes per side. Slice thinly."
465,86,3,"Warm pita bread. Make tzatziki by mixing yogurt, cucumber, and garlic."
466,86,4,"Fill pita with sliced beef, lettuce, tomatoes, red onion, and feta cheese."
467,86,5,"Drizzle with tzatziki sauce and serve with lemon wedges."
468,87,1,"Cook chow mein noodles until just tender. Drain and toss with sesame oil."
469,87,2,"Heat oil in a wok over high heat. Add sliced chicken and stir-fry for 5 minutes."
470,87,3,"Add mixed vegetables and stir-fry for 3 minutes."
471,87,4,"Add noodles, soy sauce, and oyster sauce. Toss for 2 minutes."
472,87,5,"Serve hot with extra soy sauce on the side."
473,88,1,"Dice shrimp into small pieces. Mix with lime juice, salt, and diced red onions."
474,88,2,"Let marinate in the refrigerator for 2-3 hours until shrimp turns opaque and 'cooks' in the acid."
475,88,3,"Add diced tomatoes, cilantro, and jalapeños. Mix well."
476,88,4,"Chill for another 30 minutes for flavors to meld."
477,88,5,"Serve in chilled bowls or glasses with tortilla chips or tostadas."
478,89,1,"Heat oil in a wok or large skillet over high heat."
479,89,2,"Add cooked rice and break up any clumps. Stir-fry for 2 minutes."
480,89,3,"Push rice to the side. Scramble eggs in the cleared space."
481,89,4,"Mix eggs into rice. Add diced beef and kimchi. Stir-fry for 3 minutes."
482,89,5,"Add soy sauce and sesame oil. Toss well. Top with sesame seeds and green onions."
483,90,1,"Marinate chicken breast in olive oil, lemon juice, oregano, and garlic for 2 hours."
484,90,2,"Grill chicken over medium-high heat for 6-7 minutes per side. Slice into strips."
485,90,3,"Warm pita bread. Spread tzatziki sauce on the pita."
486,90,4,"Add sliced chicken, lettuce, tomatoes, cucumbers, and red onions."
487,90,5,"Roll up tightly and wrap in foil or parchment. Serve immediately."
488,91,1,"Marinate lamb in yogurt, saffron, biryani masala, and fried onions for 2 hours."
489,91,2,"Wash basmati rice and parboil for 6 minutes. Drain."
490,91,3,"Layer marinated lamb in the bottom of a heavy pot. Top with parboiled rice."
491,91,4,"Drizzle with saffron milk and ghee. Cover with a tight lid."
492,91,5,"Cook on high heat for 5 minutes, then low heat for 40 minutes."
493,91,6,"Let rest for 10 minutes. Garnish with fried onions and serve with raita."
494,92,1,"Cook rice according to package directions."
495,92,2,"Heat oil in a pan. Add sliced beef and cook for 3 minutes until browned."
496,92,3,"Add teriyaki sauce and sliced broccoli. Cook for 5 minutes, stirring frequently."
497,92,4,"Serve beef and broccoli over rice. Garnish with sesame seeds."
498,93,1,"Cut chicken breast into cubes. Marinate in yogurt, tikka masala, lemon juice, and garlic for 3 hours."
499,93,2,"Thread marinated chicken onto skewers."
500,93,3,"Grill over high heat for 12-15 minutes, turning frequently, until charred and cooked through."
501,93,4,"Serve hot with mint chutney, naan bread, and lemon wedges."
502,94,1,"Season shrimp with fajita seasoning, lime juice, and olive oil."
503,94,2,"Heat oil in a large skillet. Sauté sliced bell peppers and onions for 5 minutes."
504,94,3,"Add seasoned shrimp and cook for 3-4 minutes until pink."
505,94,4,"Warm flour tortillas in a dry skillet."
506,94,5,"Serve shrimp and vegetables with warm tortillas, sour cream, guacamole, and salsa."
507,95,1,"Heat olive oil in a large pot. Brown ground beef, breaking up with a spoon."
508,95,2,"Add diced onions, carrots, celery, and garlic. Cook for 8 minutes."
509,95,3,"Add crushed tomatoes, red wine, and Italian herbs. Bring to a simmer."
510,95,4,"Reduce heat and simmer for 1.5 hours, stirring occasionally."
511,95,5,"Cook spaghetti until al dente. Toss with Bolognese sauce."
512,95,6,"Serve with grated parmesan cheese and fresh basil."
513,96,1,"Cook wide rice noodles for 1 minute less than package directions. Drain."
514,96,2,"Heat oil in a wok over high heat. Add chicken and stir-fry for 5 minutes."
515,96,3,"Add broccoli and cook for 2 minutes."
516,96,4,"Add noodles, soy sauce, and oyster sauce. Toss vigorously for 2-3 minutes."
517,96,5,"The noodles should be slightly charred. Serve immediately."
518,97,1,"Heat oil in a pot. Brown lamb shoulder pieces on all sides. Remove."
519,97,2,"Sauté onions, ginger, and garlic until golden. Add garam masala and tomatoes."
520,97,3,"Return lamb to the pot with yogurt and enough water to cover."
521,97,4,"Simmer for 1.5 hours until lamb is tender and sauce is thick."
522,97,5,"Garnish with fresh cilantro and serve with naan or rice."
523,98,1,"Cook udon noodles according to package directions. Drain."
524,98,2,"Heat oil in a wok. Add sliced beef and stir-fry for 3 minutes."
525,98,3,"Add mixed vegetables and cook for 2 minutes."
526,98,4,"Add noodles, soy sauce, and mirin. Toss for 2 minutes."
527,98,5,"Serve hot with sesame seeds on top."
528,99,1,"Marinate chicken thighs in soy sauce, fish sauce, garlic, and lemongrass for 30 minutes."
529,99,2,"Grill or pan-fry chicken for 6 minutes per side until cooked through. Slice."
530,99,3,"Slice baguette lengthwise and lightly toast."
531,99,4,"Spread mayonnaise on both sides. Layer with chicken, pickled vegetables, cucumber, jalapeños, and cilantro."
532,99,5,"Close sandwich and serve immediately."
533,100,1,"Cook spaghetti in salted boiling water until al dente. Reserve 1 cup pasta water."
534,100,2,"While pasta cooks, whisk together eggs, grated parmesan, and black pepper in a bowl."
535,100,3,"Drain pasta and immediately toss with the egg mixture, adding pasta water as needed to create a creamy sauce."
536,100,4,"The heat from the pasta will cook the eggs. Do not add to a hot pan or eggs will scramble."
537,100,5,"Serve immediately with extra parmesan and black pepper."
539,101,2,"Grill or broil chicken until charred and cooked through, about 15 minutes. Slice."
540,101,3,"Heat oil in a pan. Sauté onions, ginger, and garlic until golden."
541,101,4,"Add tomato sauce and remaining garam masala. Simmer for 10 minutes."
542,101,5,"Add heavy cream and butter. Return chicken to the sauce and simmer for 15 minutes."
543,101,6,"Serve with basmati rice or naan bread, garnished with cilantro."
544,102,1,"Tear romaine lettuce into bite-sized pieces. Wash and dry thoroughly."
545,102,2,"Make dressing: blend anchovy paste, lemon juice, Dijon mustard, garlic, and olive oil."
546,102,3,"Toss lettuce with dressing until well coated."
547,102,4,"Top with croutons and shaved parmesan cheese."
548,102,5,"Optionally add grilled chicken for a heartier meal."
549,103,1,"Soak rice noodles in warm water for 30 minutes. Drain."
550,103,2,"Heat oil in a wok. Scramble eggs and set aside."
551,103,3,"Add shrimp and cook for 2 minutes. Remove."
552,103,4,"Add garlic and shallots to the wok. Cook for 30 seconds."
553,103,5,"Add drained noodles, tamarind paste, fish sauce, and palm sugar. Toss for 3 minutes."
554,103,6,"Return shrimp and eggs. Add peanuts and bean sprouts. Serve with lime wedges."
555,104,1,"Brown ground beef in a skillet over medium-high heat. Drain excess fat."
556,104,2,"Add taco seasoning and water according to package directions. Simmer for 5 minutes."
557,104,3,"Warm taco shells in the oven."
558,104,4,"Fill shells with seasoned beef, shredded lettuce, diced tomatoes, and grated cheese."
559,104,5,"Serve with sour cream and salsa on the side."
560,105,1,"If making dough from scratch, prepare and let rise for 1 hour."
561,105,2,"Roll out pizza dough into a 12-inch circle. Place on a baking sheet or pizza stone."
562,105,3,"Spread tomato sauce evenly over the dough, leaving a 1-inch border."
563,105,4,"Tear fresh mozzarella and distribute over the sauce. Drizzle with olive oil."
564,105,5,"Bake at 475°F for 12-15 minutes until crust is golden and cheese is bubbly."
565,105,6,"Top with fresh basil leaves immediately after removing from oven. Slice and serve."
566,106,1,"Chop cucumbers, tomatoes, red onion, and bell peppers into bite-sized pieces."
567,106,2,"Combine vegetables in a large bowl with Kalamata olives."
568,106,3,"Make dressing: whisk together olive oil, red wine vinegar, lemon juice, oregano, salt, and pepper."
569,106,4,"Pour dressing over vegetables and toss well."
570,106,5,"Top with cubed or crumbled feta cheese. Serve immediately."
571,107,1,"Cook sushi rice and season with rice vinegar, sugar, and salt. Let cool."
572,107,2,"Place a nori sheet on a bamboo mat, shiny side down."
573,107,3,"Spread rice evenly over nori, leaving a 1-inch border at the top."
574,107,4,"Arrange thin strips of salmon, cucumber, and avocado in a line across the center."
575,107,5,"Roll tightly using the mat, applying gentle pressure. Wet the border to seal."
576,107,6,"Slice into 8 pieces with a sharp wet knife. Serve with soy sauce, wasabi, and pickled ginger."
577,108,1,"Form ground beef into 4 patties, making a small indent in the center of each."
578,108,2,"Season both sides generously with salt and pepper."
579,108,3,"Grill or pan-fry for 4-5 minutes per side for medium doneness."
580,108,4,"In the last minute, add cheese slices to melt. Toast burger buns."
581,108,5,"Assemble burgers with lettuce, tomato, onions, pickles, and condiments."
582,109,1,"Bring broth or water to a boil in a large pot. Add lemongrass, galangal, and kaffir lime leaves."
583,109,2,"Add sliced mushrooms and cook for 5 minutes."
584,109,3,"Add shrimp and cook for 5 minutes until pink."
585,109,4,"Season with fish sauce, lime juice, and Thai chilies."
586,109,5,"Adjust flavors to balance hot, sour, and salty. Garnish with cilantro."
587,110,1,"Cook lasagna noodles until al dente. Drain and lay flat."
588,110,2,"Brown ground beef with onions and garlic. Add tomato sauce and simmer for 20 minutes."
589,110,3,"Mix ricotta cheese with egg, parmesan, and Italian herbs."
590,110,4,"Layer in a 9x13 pan: sauce, noodles, ricotta mixture, mozzarella. Repeat twice."
591,110,5,"Top final layer with mozzarella and parmesan."
592,110,6,"Bake at 375°F for 45 minutes covered, then 15 minutes uncovered. Let rest 15 minutes before serving."
593,111,1,"Cook fettuccine according to package directions. Reserve 1 cup pasta water."
594,111,2,"Season chicken with salt and pepper. Cook in butter for 6 minutes per side. Slice."
595,111,3,"In the same pan, add garlic and cook for 30 seconds."
596,111,4,"Add heavy cream and bring to a simmer. Cook for 5 minutes until slightly thickened."
597,111,5,"Add parmesan cheese and stir until melted. Toss with pasta, adding pasta water if needed."
598,111,6,"Top with sliced chicken. Serve with extra parmesan and black pepper."
599,112,1,"Bring broth to a boil with ginger, garlic, and soy sauce."
600,112,2,"Cook ramen noodles according to package directions. Drain and divide into bowls."
601,112,3,"Slice cooked chicken breast. Prepare soft-boiled eggs (6-7 minute boil)."
602,112,4,"Ladle hot broth over noodles. Top with chicken, eggs, green onions, and nori."
603,112,5,"Add sesame oil and chili oil to taste. Serve immediately."
604,113,1,"Cut cod fillets into serving-sized pieces. Pat dry."
605,113,2,"Make beer batter: whisk flour with beer, salt, and baking powder until smooth."
606,113,3,"Cut potatoes into thick fries. Soak in cold water for 30 minutes, then dry thoroughly."
607,113,4,"Heat oil to 325°F. Fry potatoes for 5 minutes until tender but not brown. Remove."
608,113,5,"Increase oil to 375°F. Dip fish in batter and fry for 5-6 minutes until golden. Drain."
609,113,6,"Fry potatoes again at 375°F for 2-3 minutes until crispy. Serve fish and chips with malt vinegar and tartar sauce."
610,114,1,"Heat olive oil in a large paella pan. Brown chicken thighs and remove."
611,114,2,"Sauté onions, bell peppers, and garlic in the pan. Add paprika and saffron."
612,114,3,"Add paella rice and stir to coat. Pour in hot broth and bring to a boil."
613,114,4,"Return chicken to the pan. Reduce heat to medium and cook without stirring for 15 minutes."
614,114,5,"Arrange shrimp and mussels on top. Cook for 10 more minutes until rice is tender and seafood is cooked."
615,114,6,"Let rest off heat for 5 minutes. Garnish with lemon wedges and parsley."
616,115,1,"Cook rice according to package directions. Let cool slightly."
617,115,2,"Marinate beef in soy sauce, sesame oil, and garlic for 15 minutes. Cook until browned."
618,115,3,"Prepare vegetables: blanch spinach, julienne carrots, sauté mushrooms, cook bean sprouts."
619,115,4,"Fry eggs sunny-side up."
620,115,5,"Arrange rice in bowls. Top with beef, each vegetable in separate sections, and a fried egg."
621,115,6,"Serve with gochujang sauce on the side. Mix everything together before eating."
622,116,1,"Soak chickpeas overnight. Drain well."
623,116,2,"Add chickpeas, onion, garlic, parsley, cumin, coriander, and salt to a food processor. Pulse until finely ground but not pureed."
624,116,3,"Form mixture into small patties or balls. Refrigerate for 1 hour."
625,116,4,"Heat oil to 350°F. Fry falafel for 3-4 minutes until deep golden brown."
626,116,5,"Drain on paper towels. Serve in pita bread with tahini sauce, lettuce, tomatoes, and pickles."
627,117,1,"Marinate chicken thighs in yogurt, garam masala, and kasuri methi for 30 minutes."
628,117,2,"Grill or broil chicken until charred. Remove and cut into pieces."
629,117,3,"Heat butter in a pan. Sauté onions, ginger, and garlic until golden."
630,117,4,"Add tomato puree and cook for 10 minutes. Blend until smooth."
631,117,5,"Return sauce to pan. Add cream, butter, and chicken. Simmer for 20 minutes."
