id,recipe_id,step_number,instruction
632,117,6,"Garnish with cream and fenugreek leaves. Serve with naan."
633,118,1,"Char ginger and onions over flame. Add to pot with beef bones and water."
634,118,2,"Add star anise, cinnamon, cardamom, and cloves. Simmer for 3 hours."
635,118,3,"Strain broth and season with fish sauce and salt."
636,118,4,"Soak rice noodles, then cook briefly. Slice beef very thin."
637,118,5,"Assemble: noodles in bowl, top with raw beef, ladle boiling broth over."
638,118,6,"Garnish with herbs, bean sprouts, lime, and chilies."
639,119,1,"Heat oil in a large skillet. Sauté onions, bell peppers, and garlic until softened."
640,119,2,"Add diced tomatoes and cumin. Cook for 10 minutes until thickened."
641,119,3,"Make wells in the sauce and crack eggs into them."
642,119,4,"Cover and cook for 8-10 minutes until eggs are set to your liking."
643,119,5,"Garnish with cilantro and feta cheese. Serve with crusty bread."
644,120,1,"Pound chicken breasts to even thickness. Season with salt and pepper."
645,120,2,"Set up breading: flour, beaten eggs, breadcrumbs mixed with parmesan."
646,120,3,"Bread chicken thoroughly and fry in hot oil for 5 minutes per side."
647,120,4,"Place fried chicken in a baking dish. Top each with tomato sauce and mozzarella."
648,120,5,"Bake at 400°F for 15 minutes until cheese is melted and bubbly."
649,120,6,"Garnish with fresh basil and serve with pasta."
650,121,1,"Slice beef sirloin very thin against the grain."
651,121,2,"Heat oil in a wok over high heat. Add beef and stir-fry for 2-3 minutes. Remove."
652,121,3,"Add broccoli and bell peppers. Stir-fry for 3 minutes."
653,121,4,"Add soy sauce, oyster sauce, and garlic. Toss well."
654,121,5,"Return beef to wok. Stir-fry for 1 minute. Serve over rice."
655,122,1,"Heat oil in a skillet. Cook chicken with fajita seasoning for 6 minutes per side. Slice."
656,122,2,"Sauté bell peppers and onions in the same pan for 5 minutes."
657,122,3,"Warm flour tortillas in a dry skillet."
658,122,4,"Fill tortillas with chicken, vegetables, and shredded cheese."
659,122,5,"Fold and cook in the skillet for 2 minutes per side until cheese melts and tortilla is crispy."
660,122,6,"Cut into wedges and serve with sour cream, salsa, and guacamole."
661,123,1,"Cook linguine according to package directions. Reserve 1 cup pasta water."
662,123,2,"Heat olive oil and butter in a large pan. Add minced garlic and cook for 1 minute."
663,123,3,"Add shrimp and cook for 3-4 minutes until pink. Season with salt, pepper, and red pepper flakes."
664,123,4,"Add white wine and lemon juice. Simmer for 2 minutes."
665,123,5,"Toss cooked pasta with shrimp and sauce. Add pasta water if needed."
666,123,6,"Garnish with parsley and serve with crusty bread."
667,124,1,"Heat oil in a large pot. Sauté onions and garlic until softened."
668,124,2,"Add curry powder and cook for 1 minute until fragrant."
669,124,3,"Add mixed vegetables and stir to coat in spices."
670,124,4,"Pour in coconut milk and vegetable broth. Bring to a simmer."
671,124,5,"Cook for 25 minutes until vegetables are tender. Season with salt and pepper."
672,124,6,"Serve over rice with naan bread on the side."
673,125,1,"Sear beef tenderloin on all sides in a hot pan with oil. Let cool completely."
674,125,2,"Spread pâté evenly over the beef. Sauté mushrooms until all moisture evaporates. Cool and spread over pâté."
675,125,3,"Roll out puff pastry. Place beef in center and wrap tightly, sealing edges with egg wash."
676,125,4,"Brush entire pastry with egg wash. Score decoratively with a knife."
677,125,5,"Bake at 400°F for 35-40 minutes for medium-rare (internal temp 135°F)."
678,125,6,"Let rest for 10 minutes before slicing. Serve with red wine sauce."
679,126,1,"Bring chicken broth to a boil in a large pot."
680,126,2,"Add diced chicken breast, sliced carrots, and celery. Simmer for 15 minutes."
681,126,3,"Add egg noodles and cook for 12 minutes until tender."
682,126,4,"Season with salt, pepper, and fresh thyme."
683,126,5,"Garnish with chopped parsley and serve hot."
684,127,1,"Heat butter and oil in a large pan. Add diced onions and cook until translucent."
685,127,2,"Add sliced mushrooms and cook for 8 minutes until golden."
686,127,3,"Add arborio rice and stir for 2 minutes until edges are translucent."
687,127,4,"Add white wine and stir until absorbed."
688,127,5,"Add warm broth one ladle at a time, stirring constantly, waiting for each addition to be absorbed before adding more. This takes about 25 minutes."
689,127,6,"Stir in butter and parmesan. Season with salt and pepper. Serve immediately."
690,128,1,"Soak rice paper sheets in warm water for 10 seconds until pliable."
691,128,2,"Lay sheet flat. Place lettuce, cooked rice noodles, mint, and shrimp in the lower third."
692,128,3,"Fold in the sides, then roll tightly from bottom to top."
693,128,4,"Repeat with remaining ingredients."
694,128,5,"Serve with peanut sauce or sweet chili sauce for dipping."
695,129,1,"Slice beef into thin strips. Season with salt and pepper."
696,129,2,"Heat oil in a large pan. Brown beef on all sides, about 5 minutes. Remove."
697,129,3,"In the same pan, sauté onions and mushrooms for 8 minutes."
698,129,4,"Add beef back to the pan. Stir in sour cream and paprika. Simmer for 15 minutes."
699,129,5,"Cook egg noodles according to package directions."
700,129,6,"Serve stroganoff over noodles, garnished with parsley."
701,130,1,"Heat oil in a wok. Scramble eggs and remove."
702,130,2,"Add diced chicken and cook for 5 minutes. Remove."
703,130,3,"Add peas, carrots, and green onions. Stir-fry for 2 minutes."
704,130,4,"Add cold cooked rice, breaking up clumps. Stir-fry for 3 minutes."
705,130,5,"Return eggs and chicken. Add soy sauce and toss everything together."
706,130,6,"Serve hot with extra soy sauce on the side."
707,131,1,"Slice tomatoes and fresh mozzarella into 1/4 inch thick rounds."
708,131,2,"Arrange tomatoes and mozzarella on a platter, alternating and overlapping slightly."
709,131,3,"Tuck fresh basil leaves between the slices."
710,131,4,"Drizzle with extra virgin olive oil and balsamic vinegar."
711,131,5,"Season with flaky sea salt and freshly ground black pepper. Serve immediately."
712,132,1,"Pat salmon fillets dry. Season with salt, pepper, and lemon juice."
713,132,2,"Heat oil in a pan over medium-high heat. Place salmon skin-side down."
714,132,3,"Cook for 4 minutes without moving. Flip and cook for 3 more minutes."
715,132,4,"Add teriyaki sauce, ginger, and garlic to the pan. Spoon sauce over salmon."
716,132,5,"Garnish with sesame seeds and green onions. Serve with rice."
717,133,1,"Brown ground beef with diced onions. Drain excess fat."
718,133,2,"Add enchilada sauce and simmer for 10 minutes."
719,133,3,"Warm flour tortillas briefly to make them pliable."
720,133,4,"Fill each tortilla with beef mixture and roll up. Place seam-side down in a baking dish."
721,133,5,"Pour remaining enchilada sauce over the top and sprinkle with cheese."
722,133,6,"Bake at 350°F for 25 minutes until cheese is melted and bubbly."
723,134,1,"Heat olive oil in a large pot. Sauté diced onions, carrots, celery, and garlic for 8 minutes."
724,134,2,"Add diced tomatoes, cannellini beans, vegetable broth, and Italian herbs."
725,134,3,"Bring to a boil, then reduce heat and simmer for 30 minutes."
726,134,4,"Add small pasta (ditalini or elbow) and cook for 10 minutes until tender."
727,134,5,"Season with salt and pepper. Serve with crusty bread and grated parmesan."
728,135,1,"Cut chicken into cubes. Marinate in curry powder, coconut milk, and lime juice for 2 hours."
729,135,2,"Thread chicken onto skewers."
730,135,3,"Grill over medium-high heat for 12 minutes, turning frequently."
731,135,4,"Make peanut sauce: heat peanut butter, coconut milk, soy sauce, and brown sugar until smooth."
732,135,5,"Serve satay hot with peanut sauce and cucumber salad."
733,136,1,"Slice onions very thin. Heat butter and oil in a large pot."
734,136,2,"Add onions and cook over medium-low heat for 40-50 minutes, stirring occasionally, until deep golden brown and caramelized."
735,136,3,"Add beef broth and white wine. Simmer for 20 minutes."
736,136,4,"Toast slices of French bread. Rub with garlic."
737,136,5,"Ladle soup into oven-safe bowls. Top with toasted bread and gruyere cheese."
738,136,6,"Broil for 3-5 minutes until cheese is melted and bubbly."
739,137,1,"Season chicken with fajita seasoning, lime juice, and oil. Let sit for 15 minutes."
740,137,2,"Heat oil in a large skillet. Cook chicken for 6 minutes per side. Remove and slice."
741,137,3,"In the same skillet, sauté bell peppers and onions for 5-7 minutes until tender."
742,137,4,"Warm flour tortillas in a dry skillet."
743,137,5,"Serve chicken and vegetables with tortillas, sour cream, guacamole, cheese, and salsa."
744,138,1,"Slice eggplant into rounds. Salt and let drain for 30 minutes. Rinse and pat dry."
745,138,2,"Fry eggplant slices in oil until golden. Drain on paper towels."
746,138,3,"Make tomato sauce: simmer crushed tomatoes with garlic, basil, and olive oil for 20 minutes."
747,138,4,"Make béchamel: melt butter, whisk in flour, gradually add milk. Season with nutmeg."
748,138,5,"Layer in a baking dish: eggplant, tomato sauce, mozzarella. Repeat. Top with béchamel and parmesan."
749,138,6,"Bake at 375°F for 40 minutes until golden. Let rest 10 minutes before serving."
750,139,1,"Season shrimp with cumin, chili powder, garlic powder, and lime juice."
751,139,2,"Heat oil in a skillet and cook shrimp for 2-3 minutes per side."
752,139,3,"Warm taco shells or corn tortillas."
753,139,4,"Make slaw: mix shredded cabbage with lime juice, cilantro, and salt."
754,139,5,"Fill tacos with shrimp and cabbage slaw. Top with avocado and hot sauce."
755,140,1,"Heat oil in a large pot. Sauté onions, ginger, and garlic until fragrant."
756,140,2,"Add curry powder and cook for 1 minute."
757,140,3,"Add chicken thighs and brown on all sides."
758,140,4,"Pour in coconut milk and diced tomatoes. Bring to a simmer."
759,140,5,"Cook for 30 minutes until chicken is tender and sauce is thick."
760,140,6,"Serve over rice, garnished with fresh cilantro."
761,141,1,"Cut tops off bell peppers and remove seeds. Blanch in boiling water for 3 minutes."
762,141,2,"Brown ground beef with onions. Add cooked rice, tomato sauce, and Italian seasoning."
763,141,3,"Stuff peppers with the beef-rice mixture. Place upright in a baking dish."
764,141,4,"Top each pepper with shredded cheese."
765,141,5,"Bake at 375°F for 35 minutes until peppers are tender."
766,142,1,"Marinate beef in pineapple juice, lime juice, chipotle peppers, and adobo sauce for 2 hours."
767,142,2,"Grill beef over high heat for 3-4 minutes per side. Slice thin."
768,142,3,"Warm corn tortillas over an open flame."
769,142,4,"Grill pineapple chunks for 2 minutes per side."
770,142,5,"Fill tacos with beef, grilled pineapple, diced onions, cilantro, and lime juice."
771,143,1,"Cook lo mein noodles according to package directions. Drain and toss with sesame oil."
772,143,2,"Heat oil in a wok. Add mixed vegetables and stir-fry for 4-5 minutes."
773,143,3,"Add noodles, soy sauce, and a splash of vegetable broth."
774,143,4,"Toss everything together for 2-3 minutes."
775,143,5,"Garnish with sesame seeds and green onions."
776,144,1,"Marinate chicken in olive oil, lemon juice, oregano, and garlic for 2 hours."
777,144,2,"Thread chicken onto skewers. Grill for 12-15 minutes, turning frequently."
778,144,3,"Warm pita bread on the grill."
779,144,4,"Make tzatziki: mix yogurt, grated cucumber, garlic, dill, and lemon juice."
780,144,5,"Serve chicken with pita, tzatziki, tomatoes, onions, and feta."
781,145,1,"Brown ground beef in a large pot. Drain most of the fat."
782,145,2,"Add diced onions and cook for 5 minutes. Add garlic and cook for 1 minute."
783,145,3,"Add kidney beans, diced tomatoes, tomato paste, chili powder, cumin, and paprika."
784,145,4,"Bring to a boil, then reduce heat and simmer for 50 minutes, stirring occasionally."
785,145,5,"Season with salt and pepper. Serve with shredded cheese, sour cream, and cornbread."
786,146,1,"Marinate chicken thighs in teriyaki sauce, ginger, and garlic for 15 minutes."
787,146,2,"Heat oil in a pan. Cook chicken for 6-7 minutes per side."
788,146,3,"Remove chicken and slice. Add extra teriyaki sauce to the pan and heat through."
789,146,4,"Serve chicken over rice, drizzled with extra sauce and garnished with green onions."
790,147,1,"Cut sushi-grade tuna into small cubes."
791,147,2,"Marinate in soy sauce, sesame oil, and sriracha for 10 minutes."
792,147,3,"Cook rice and let cool. Season with rice vinegar if desired."
793,147,4,"Assemble bowls: rice, marinated tuna, avocado, edamame, cucumber, and seaweed salad."
794,147,5,"Drizzle with spicy mayo and garnish with sesame seeds."
795,148,1,"Pound chicken breasts to even thickness. Season with salt and pepper."
796,148,2,"Dredge chicken in flour. Heat butter in a pan and cook chicken for 5 minutes per side. Remove."
797,148,3,"In the same pan, add sliced mushrooms and cook for 5 minutes."
798,148,4,"Add Marsala wine and bring to a boil. Reduce by half."
799,148,5,"Add heavy cream and capers. Return chicken to the pan and simmer for 5 minutes."
800,148,6,"Serve with mashed potatoes or pasta."
801,149,1,"Cook wide rice noodles for 1 minute less than package directions. Drain."
802,149,2,"Heat oil in a wok. Add broccoli and stir-fry for 3 minutes."
803,149,3,"Push vegetables to the side. Scramble eggs in the cleared space."
804,149,4,"Add noodles, soy sauce, and oyster sauce. Toss for 2-3 minutes."
805,149,5,"Serve immediately with Thai basil on top."
806,150,1,"Thinly slice beef ribeye against the grain."
807,150,2,"Marinate in soy sauce, sugar, sesame oil, garlic, and grated pear for 2 hours."
808,150,3,"Heat a grill or cast iron skillet to very high heat."
809,150,4,"Cook beef quickly, 1-2 minutes per side, until charred."
810,150,5,"Serve with lettuce wraps, kimchi, and ssamjang sauce."
812,151,2,"Warm flour tortillas. Fill with shredded chicken and roll up."
813,151,3,"Place seam-side down in a baking dish. Pour enchilada sauce over the top."
814,151,4,"Sprinkle with monterey jack cheese."
815,151,5,"Bake at 350°F for 25 minutes until bubbly."
816,151,6,"Top with sour cream and chopped cilantro before serving."
817,152,1,"Cut lamb into cubes. Marinate in olive oil, lemon juice, oregano, and garlic for 30 minutes."
818,152,2,"Heat a skillet or grill to high heat. Cook lamb for 3-4 minutes per side. Slice."
819,152,3,"Warm pita bread. Make tzatziki sauce."
820,152,4,"Fill pita with sliced lamb, lettuce, tomatoes, red onion, and feta."
821,152,5,"Drizzle with tzatziki and serve with lemon wedges."
822,153,1,"Soak rice noodles in warm water for 20 minutes. Drain."
823,153,2,"Heat oil in a wok. Add shrimp and cook for 2 minutes. Remove."
824,153,3,"Add garlic and shallots. Cook for 30 seconds."
825,153,4,"Add noodles, tamarind paste, fish sauce, and palm sugar. Toss for 3 minutes."
826,153,5,"Return shrimp. Add peanuts and bean sprouts. Serve with lime wedges."
827,154,1,"Pound chicken breasts thin. Season with salt and pepper. Dredge in flour."
828,154,2,"Heat butter and oil in a pan. Cook chicken for 4 minutes per side. Remove."
829,154,3,"Add white wine, lemon juice, and capers to the pan. Reduce by half."
830,154,4,"Add butter to the sauce and swirl to emulsify."
831,154,5,"Return chicken to the pan and spoon sauce over. Serve with pasta or vegetables."
832,155,1,"Cut vegetables into uniform pieces. Pat dry."
833,155,2,"Make tempura batter: mix flour with ice water. Don't overmix."
834,155,3,"Heat oil to 350°F."
835,155,4,"Dip vegetables in batter and fry for 2-3 minutes until light golden."
836,155,5,"Drain on paper towels. Serve with tentsuyu dipping sauce."
837,156,1,"Brown ground beef in a skillet. Drain fat."
838,156,2,"Add taco seasoning and water. Simmer for 5 minutes."
839,156,3,"Make guacamole: mash avocados with lime juice, salt, diced onions, tomatoes, and cilantro."
840,156,4,"Warm taco shells."
841,156,5,"Fill shells with beef, lettuce, cheese, and top with guacamole."
842,157,1,"Heat oil in a pot. Sauté onions, ginger, and garlic until softened."
843,157,2,"Add chicken thighs and brown on all sides."
844,157,3,"Add yogurt, ground almonds, heavy cream, and garam masala. Stir well."
845,157,4,"Simmer for 30 minutes until chicken is tender and sauce is creamy."
846,157,5,"Garnish with toasted almonds and cilantro. Serve with naan."
847,158,1,"Cook quinoa according to package directions. Let cool."
848,158,2,"Chop cucumbers, tomatoes, red onion, and bell peppers."
849,158,3,"Make dressing: whisk olive oil, lemon juice, oregano, salt, and pepper."
850,158,4,"Combine quinoa, vegetables, and chickpeas in a bowl."
851,158,5,"Toss with dressing. Top with crumbled feta and fresh herbs."
852,159,1,"Slice beef very thin. Heat oil in a wok over high heat."
853,159,2,"Add beef and stir-fry for 2 minutes. Remove."
854,159,3,"Add broccoli to the wok with a splash of water. Stir-fry for 3 minutes."
855,159,4,"Add soy sauce, oyster sauce, and garlic. Return beef to the wok."
856,159,5,"Toss for 1 minute. Serve over rice."
857,160,1,"Marinate chicken thighs in olive oil, cumin, paprika, and lemon juice for 2 hours."
858,160,2,"Grill or pan-fry for 6-7 minutes per side until charred."
859,160,3,"Warm pita bread. Make tahini sauce."
860,160,4,"Fill pita with sliced chicken, lettuce, tomatoes, pickles, and tahini sauce."
861,160,5,"Wrap and serve immediately."
862,161,1,"Heat oil in a wok. Scramble eggs and remove."
863,161,2,"Add shrimp and cook for 2-3 minutes. Remove."
864,161,3,"Add peas, carrots, and green onions. Stir-fry for 2 minutes."
865,161,4,"Add cold cooked rice. Stir-fry for 3 minutes, breaking up clumps."
866,161,5,"Return eggs and shrimp. Add soy sauce and toss. Serve hot."
867,162,1,"Season chicken with salt and pepper."
868,162,2,"Heat olive oil in a pan. Cook chicken for 6 minutes per side. Remove."
869,162,3,"Top each chicken breast with mozzarella slices and tomato slices."
870,162,4,"Return to pan, cover, and cook for 3 minutes until cheese melts."
871,162,5,"Drizzle with balsamic glaze and garnish with fresh basil."
872,163,1,"Heat oil in a wok. Add minced garlic and Thai chilies. Cook for 30 seconds."
873,163,2,"Add chicken and stir-fry for 5-6 minutes until cooked through."
874,163,3,"Add fish sauce, soy sauce, and a pinch of sugar."
875,163,4,"Add Thai basil and stir until wilted."
876,163,5,"Serve over rice with a fried egg on top."
877,164,1,"Brown ground beef in a skillet. Drain excess fat."
878,164,2,"Warm flour tortillas. Add refried beans to each tortilla."
879,164,3,"Top with beef, rice, shredded cheese, salsa, and sour cream."
880,164,4,"Fold in sides and roll up tightly."
881,164,5,"Optionally, grill the burrito seam-side down for 2 minutes to seal."
882,165,1,"Season salmon with salt, pepper, and lemon juice."
883,165,2,"Mix olive oil, minced garlic, and chopped dill."
884,165,3,"Place salmon on a baking sheet. Brush with the herb mixture."
885,165,4,"Bake at 400°F for 12-15 minutes until salmon flakes easily."
886,165,5,"Serve with lemon wedges and roasted vegetables."
887,166,1,"Pound chicken breasts thin. Season with salt and pepper."
888,166,2,"Set up breading: flour, eggs, panko breadcrumbs."
889,166,3,"Bread chicken thoroughly."
890,166,4,"Heat oil to 350°F. Fry for 5-6 minutes per side until golden."
891,166,5,"Slice and serve with tonkatsu sauce and shredded cabbage."
892,167,1,"Slice eggplant, salt, and let drain for 30 minutes. Rinse."
893,167,2,"Brown ground beef with onions. Add tomato sauce and simmer."
894,167,3,"Fry eggplant until golden. Make béchamel sauce."
895,167,4,"Layer in baking dish: eggplant, meat sauce, repeat. Top with béchamel and cheese."
896,167,5,"Bake at 350°F for 45 minutes. Let rest before serving."
897,168,1,"Marinate chicken in vinegar, chili powder, garlic, and ginger for 2 hours."
898,168,2,"Heat oil and brown chicken on all sides. Remove."
899,168,3,"Sauté onions until golden. Add spices and tomatoes."
900,168,4,"Return chicken with enough water to cover. Simmer for 40 minutes."
901,168,5,"Serve with rice or naan."
902,169,1,"Char ginger and onions. Add to pot with beef bones and water."
903,169,2,"Add star anise and fish sauce. Simmer for 3 hours."
904,169,3,"Strain broth. Cook noodles and slice beef thin."
905,169,4,"Assemble bowls: noodles, raw beef, pour boiling broth over."
906,169,5,"Garnish with herbs, bean sprouts, lime, and chilies."
907,170,1,"Brown chicken thighs in a pot. Remove."
908,170,2,"Sauté onions, bell peppers, and mushrooms. Add tomatoes and white wine."
909,170,3,"Return chicken to the pot. Cover and simmer for 45 minutes."
910,170,4,"Serve over pasta or polenta."
911,171,1,"Drain tuna and mix with mayonnaise, diced celery, and seasonings."
912,171,2,"Toast bread slices. Spread tuna mixture on half the slices."
913,171,3,"Top with cheddar cheese slices and remaining bread."
914,171,4,"Grill in a pan or panini press for 3 minutes per side."
915,171,5,"Serve hot."
916,172,1,"Brown lamb in a pot. Remove. Sauté onions and garlic."
917,172,2,"Add ras el hanout, diced apricots, and chickpeas."
918,172,3,"Return lamb with tomatoes and enough water to cover."
919,172,4,"Simmer for 2 hours until lamb is tender."
920,172,5,"Serve with couscous."
921,173,1,"Heat oil in a pot. Sauté onions and garlic."
922,173,2,"Add diced chicken, black beans, corn, and tomatoes."
923,173,3,"Pour in chicken broth. Bring to a boil."
924,173,4,"Reduce heat and simmer for 25 minutes."
925,173,5,"Serve in bowls topped with crushed tortilla chips, cheese, sour cream, and cilantro."
926,174,1,"Heat oil in a wok. Add ginger and garlic. Cook for 30 seconds."
927,174,2,"Add tofu and mixed vegetables. Stir-fry for 5 minutes."
928,174,3,"Add soy sauce and sesame oil. Toss well."
929,174,4,"Serve over rice."
930,175,1,"Season fish with cumin, chili powder, and lime juice."
931,175,2,"Heat oil and cook fish for 3-4 minutes per side."
932,175,3,"Warm corn tortillas. Make cabbage slaw with lime juice."
933,175,4,"Fill tacos with fish, slaw, and chipotle mayo."
934,175,5,"Top with cilantro and lime wedges."
935,176,1,"Marinate chicken in yogurt, biryani masala, and saffron for 2 hours."
936,176,2,"Parboil basmati rice for 6 minutes. Drain."
937,176,3,"Layer marinated chicken in a pot. Top with rice."
938,176,4,"Drizzle with saffron milk and ghee. Cover tightly."
939,176,5,"Cook on high for 5 minutes, then low for 50 minutes."
940,176,6,"Garnish with fried onions and serve with raita."
941,177,1,"Brown ground beef. Add taco seasoning and water. Simmer."
942,177,2,"Warm taco shells. Fill with beef, lettuce, tomatoes, and cheese."
943,177,3,"Top with salsa and serve."
944,178,1,"Marinate chicken in soy sauce, mirin, sake, and ginger for 2 hours."
945,178,2,"Thread chicken and green onions onto skewers."
946,178,3,"Grill for 12-15 minutes, basting with marinade."
947,178,4,"Reduce remaining marinade until thick. Brush over yakitori."
948,178,5,"Serve hot."
949,179,1,"Cook lasagna noodles. Prepare vegetable filling by sautéing mixed vegetables."
950,179,2,"Mix ricotta with egg, parmesan, and herbs. Prepare tomato sauce."
951,179,3,"Layer in baking dish: sauce, noodles, ricotta, vegetables, mozzarella. Repeat."
952,179,4,"Top with mozzarella and parmesan."
953,179,5,"Bake at 375°F for 45 minutes. Let rest 15 minutes."
954,180,1,"Marinate chicken in lemon juice, oregano, and garlic for 2 hours."
955,180,2,"Grill chicken for 12-15 minutes. Slice."
956,180,3,"Cook rice. Prepare tzatziki sauce."
957,180,4,"Assemble bowls: rice, chicken, cucumber, tomatoes, and tzatziki."
958,181,1,"Cook ramen noodles. Heat broth with ginger and soy sauce."
959,181,2,"Slice beef and sear quickly. Prepare soft-boiled eggs."
960,181,3,"Assemble bowls: noodles, broth, beef, eggs, and green onions."
961,182,1,"Cook rice. Season chicken and cook in a skillet."
962,182,2,"Heat black beans with cumin. Warm corn."
963,182,3,"Assemble bowls: rice, chicken, beans, corn, and salsa."
964,183,1,"Marinate beef cubes in olive oil, cumin, and paprika for 2 hours."
965,183,2,"Thread beef and vegetables onto skewers."
966,183,3,"Grill for 10-12 minutes, turning frequently."
967,183,4,"Serve with pita and tahini sauce."
968,184,1,"Heat oil. Add curry powder and cook for 1 minute."
969,184,2,"Add shrimp and cook for 3 minutes."
970,184,3,"Pour in coconut milk and tomatoes. Simmer for 20 minutes."
971,184,4,"Serve over rice."
972,185,1,"Cook chicken. Warm tortillas. Heat refried beans."
973,185,2,"Fill tortillas with chicken, beans, rice, and salsa."
974,185,3,"Roll up tightly and serve."
975,186,1,"Cook rice. Season chicken and cook in a skillet."
976,186,2,"Add broccoli and teriyaki sauce. Cook for 5 minutes."
977,186,3,"Serve over rice with sesame seeds."
978,187,1,"Heat oil. Brown beef strips. Remove."
979,187,2,"Sauté mushrooms and onions."
980,187,3,"Return beef. Add sour cream and simmer for 15 minutes."
981,187,4,"Cook egg noodles. Serve stroganoff over noodles."
982,188,1,"Marinate chicken legs in yogurt, tandoori masala, and lemon juice for 4 hours."
983,188,2,"Grill or bake at 400°F for 25-30 minutes until charred."
984,188,3,"Serve with naan, raita, and lemon wedges."
985,189,1,"Brown beef chunks in a pot. Remove."
986,189,2,"Sauté onions, carrots, and celery. Add tomato paste."
987,189,3,"Return beef with broth and potatoes. Simmer for 2 hours."
988,189,4,"Serve hot with crusty bread."
989,190,1,"Cook fettuccine. Heat cream in a pan until simmering."
990,190,2,"Add shrimp and garlic. Cook for 4 minutes."
991,190,3,"Add parmesan and toss with pasta."
992,190,4,"Serve immediately."
993,191,1,"Simmer chicken broth with star anise and ginger for 1.5 hours."
994,191,2,"Add chicken breast and cook for 15 minutes. Shred."
995,191,3,"Cook noodles. Assemble bowls with noodles, broth, and chicken."
996,191,4,"Garnish with herbs and bean sprouts."
997,192,1,"Brown ground beef. Add enchilada sauce and simmer."
998,192,2,"Fill tortillas with beef, roll up, and place in baking dish."
999,192,3,"Top with sauce and cheese. Bake at 350°F for 25 minutes."
1000,192,4,"Garnish with cilantro."
1001,193,1,"Cook udon noodles. Heat chicken broth with soy sauce."
1002,193,2,"Add chicken and cook for 10 minutes."
1003,193,3,"Serve in bowls with green onions."
1004,194,1,"Brown ground beef with taco seasoning."
1005,194,2,"Warm corn tortillas. Make pico de gallo with tomatoes, onions, and cilantro."
1006,194,3,"Fill tacos with beef and pico de gallo."
1007,195,1,"Cook egg noodles. Heat oil in a wok."
1008,195,2,"Add chicken and vegetables. Stir-fry for 6 minutes."
1009,195,3,"Add noodles, soy sauce, and oyster sauce. Toss well."
1010,196,1,"Brown lamb in a pot. Add curry powder and tomatoes."
1011,196,2,"Add coconut milk and simmer for 50 minutes."
1012,196,3,"Serve over rice."
1013,197,1,"Cook chicken. Slice. Warm tortillas."
1014,197,2,"Fill with chicken, lettuce, parmesan, and Caesar dressing."
1015,197,3,"Roll up and serve."
1016,198,1,"Heat oil. Cook beef for 3 minutes."
1017,198,2,"Add broccoli and teriyaki sauce. Cook for 5 minutes."
1018,198,3,"Serve over rice with sesame seeds."
1019,199,1,"Cook rice. Season chicken with fajita seasoning."
1020,199,2,"Sauté chicken, bell peppers, and onions."
1021,199,3,"Assemble bowls with rice, chicken, and vegetables."
